fyuA_1	1	0	.	.	ybt:fyuA
fyuA_2	1	0	.	.	ybt:fyuA
fyuA_3	1	0	.	.	ybt:fyuA
fyuA_4	1	0	.	.	ybt:fyuA
fyuA_5	1	0	.	.	ybt:fyuA
fyuA_6	1	0	.	.	ybt:fyuA
fyuA_7	1	0	.	.	ybt:fyuA
fyuA_8	1	0	.	.	ybt:fyuA
fyuA_9	1	0	.	.	ybt:fyuA
fyuA_10	1	0	.	.	ybt:fyuA
fyuA_11	1	0	.	.	ybt:fyuA
fyuA_12	1	0	.	.	ybt:fyuA
fyuA_13	1	0	.	.	ybt:fyuA
fyuA_14	1	0	.	.	ybt:fyuA
fyuA_15	1	0	.	.	ybt:fyuA
fyuA_16	1	0	.	.	ybt:fyuA
fyuA_17	1	0	.	.	ybt:fyuA
fyuA_18	1	0	.	.	ybt:fyuA
fyuA_19	1	0	.	.	ybt:fyuA
fyuA_20	1	0	.	.	ybt:fyuA
fyuA_21	1	0	.	.	ybt:fyuA
fyuA_22	1	0	.	.	ybt:fyuA
fyuA_23	1	0	.	.	ybt:fyuA
fyuA_24	1	0	.	.	ybt:fyuA
fyuA_25	1	0	.	.	ybt:fyuA
fyuA_26	1	0	.	.	ybt:fyuA
fyuA_27	1	0	.	.	ybt:fyuA
fyuA_28	1	0	.	.	ybt:fyuA
fyuA_29	1	0	.	.	ybt:fyuA
fyuA_30	1	0	.	.	ybt:fyuA
fyuA_31	1	0	.	.	ybt:fyuA
fyuA_32	1	0	.	.	ybt:fyuA
fyuA_33	1	0	.	.	ybt:fyuA
fyuA_34	1	0	.	.	ybt:fyuA
fyuA_35	1	0	.	.	ybt:fyuA
fyuA_36	1	0	.	.	ybt:fyuA
fyuA_37	1	0	.	.	ybt:fyuA
fyuA_38	1	0	.	.	ybt:fyuA
fyuA_39	1	0	.	.	ybt:fyuA
fyuA_40	1	0	.	.	ybt:fyuA
fyuA_41	1	0	.	.	ybt:fyuA
fyuA_42	1	0	.	.	ybt:fyuA
fyuA_43	1	0	.	.	ybt:fyuA
fyuA_44	1	0	.	.	ybt:fyuA
fyuA_45	1	0	.	.	ybt:fyuA
fyuA_46	1	0	.	.	ybt:fyuA
fyuA_47	1	0	.	.	ybt:fyuA
fyuA_48	1	0	.	.	ybt:fyuA
fyuA_49	1	0	.	.	ybt:fyuA
fyuA_50	1	0	.	.	ybt:fyuA
fyuA_51	1	0	.	.	ybt:fyuA
fyuA_52	1	0	.	.	ybt:fyuA
fyuA_53	1	0	.	.	ybt:fyuA
fyuA_54	1	0	.	.	ybt:fyuA
fyuA_55	1	0	.	.	ybt:fyuA
fyuA_56	1	0	.	.	ybt:fyuA
fyuA_57	1	0	.	.	ybt:fyuA
fyuA_58	1	0	.	.	ybt:fyuA
fyuA_59	1	0	.	.	ybt:fyuA
fyuA_60	1	0	.	.	ybt:fyuA
fyuA_61	1	0	.	.	ybt:fyuA
fyuA_62	1	0	.	.	ybt:fyuA
fyuA_63	1	0	.	.	ybt:fyuA
fyuA_64	1	0	.	.	ybt:fyuA
fyuA_65	1	0	.	.	ybt:fyuA
fyuA_66	1	0	.	.	ybt:fyuA
fyuA_67	1	0	.	.	ybt:fyuA
fyuA_68	1	0	.	.	ybt:fyuA
fyuA_69	1	0	.	.	ybt:fyuA
fyuA_70	1	0	.	.	ybt:fyuA
fyuA_71	1	0	.	.	ybt:fyuA
fyuA_72	1	0	.	.	ybt:fyuA
fyuA_73	1	0	.	.	ybt:fyuA
fyuA_74	1	0	.	.	ybt:fyuA
fyuA_75	1	0	.	.	ybt:fyuA
fyuA_76	1	0	.	.	ybt:fyuA
fyuA_77	1	0	.	.	ybt:fyuA
fyuA_78	1	0	.	.	ybt:fyuA
fyuA_79	1	0	.	.	ybt:fyuA
fyuA_80	1	0	.	.	ybt:fyuA
fyuA_81	1	0	.	.	ybt:fyuA
fyuA_82	1	0	.	.	ybt:fyuA
fyuA_83	1	0	.	.	ybt:fyuA
fyuA_84	1	0	.	.	ybt:fyuA
fyuA_85	1	0	.	.	ybt:fyuA
fyuA_86	1	0	.	.	ybt:fyuA
fyuA_87	1	0	.	.	ybt:fyuA
fyuA_88	1	0	.	.	ybt:fyuA
fyuA_89	1	0	.	.	ybt:fyuA
fyuA_90	1	0	.	.	ybt:fyuA
fyuA_91	1	0	.	.	ybt:fyuA
fyuA_92	1	0	.	.	ybt:fyuA
fyuA_93	1	0	.	.	ybt:fyuA
fyuA_94	1	0	.	.	ybt:fyuA
fyuA_95	1	0	.	.	ybt:fyuA
fyuA_96	1	0	.	.	ybt:fyuA
fyuA_97	1	0	.	.	ybt:fyuA
fyuA_98	1	0	.	.	ybt:fyuA
fyuA_99	1	0	.	.	ybt:fyuA
fyuA_100	1	0	.	.	ybt:fyuA
fyuA_101	1	0	.	.	ybt:fyuA
fyuA_102	1	0	.	.	ybt:fyuA
fyuA_103	1	0	.	.	ybt:fyuA
fyuA_104	1	0	.	.	ybt:fyuA
fyuA_105	1	0	.	.	ybt:fyuA
fyuA_106	1	0	.	.	ybt:fyuA
fyuA_107	1	0	.	.	ybt:fyuA
fyuA_108	1	0	.	.	ybt:fyuA
fyuA_109	1	0	.	.	ybt:fyuA
fyuA_110	1	0	.	.	ybt:fyuA
fyuA_111	1	0	.	.	ybt:fyuA
fyuA_112	1	0	.	.	ybt:fyuA
fyuA_113	1	0	.	.	ybt:fyuA
fyuA_114	1	0	.	.	ybt:fyuA
fyuA_115	1	0	.	.	ybt:fyuA
fyuA_116	1	0	.	.	ybt:fyuA
fyuA_117	1	0	.	.	ybt:fyuA
fyuA_118	1	0	.	.	ybt:fyuA
fyuA_119	1	0	.	.	ybt:fyuA
fyuA_120	1	0	.	.	ybt:fyuA
fyuA_121	1	0	.	.	ybt:fyuA
fyuA_122	1	0	.	.	ybt:fyuA
fyuA_123	1	0	.	.	ybt:fyuA
fyuA_124	1	0	.	.	ybt:fyuA
fyuA_125	1	0	.	.	ybt:fyuA
fyuA_126	1	0	.	.	ybt:fyuA
fyuA_127	1	0	.	.	ybt:fyuA
fyuA_128	1	0	.	.	ybt:fyuA
fyuA_129	1	0	.	.	ybt:fyuA
fyuA_130	1	0	.	.	ybt:fyuA
fyuA_131	1	0	.	.	ybt:fyuA
fyuA_132	1	0	.	.	ybt:fyuA
fyuA_133	1	0	.	.	ybt:fyuA
fyuA_134	1	0	.	.	ybt:fyuA
fyuA_135	1	0	.	.	ybt:fyuA
